HISCO,EN_HISCO_TEXT,STATUS,RELATION,PRODUCT,HISCLASS,HISCLASS_5,SOCPO,HISCAM_U1
30000,"Clerical or Related Worker, Specialisation Unknown",33,,,5,2,42,72.87
30000,"Clerical or Related Worker, Specialisation Unknown",41,22,,,,3,72.87
30000,"Clerical or Related Worker, Specialisation Unknown",42,,,2,1,42,72.87
30000,"Clerical or Related Worker, Specialisation Unknown",,11,,,,42,72.87
30000,"Clerical or Related Worker, Specialisation Unknown",,,,5,2,42,72.87
31000,"Government Executive Official, Specialisation Unknown",31,,,4,2,5,88.41
31000,"Government Executive Official, Specialisation Unknown",33,,,5,2,42,88.41
31000,"Government Executive Official, Specialisation Unknown",,21,,,,5,88.41
31000,"Government Executive Official, Specialisation Unknown",,,,5,2,5,88.41
31020,Tax Collector,31,,,3,2,42,90.51
31020,Tax Collector,33,,,5,2,42,90.51
31020,Tax Collector,42,,,2,1,42,90.51
31020,Tax Collector,51,,,4,2,5,90.51
31020,Tax Collector,,21,,,,42,90.51
31020,Tax Collector,,,,4,2,42,90.51
31030,Tax Assessor,31,21,,,,42,69.38
31030,Tax Assessor,31,,,1,1,42,69.38
31030,Tax Assessor,32,,,2,1,2,69.38
31030,Tax Assessor,33,,,4,2,42,69.38
31030,Tax Assessor,41,22,,,,3,69.38
31030,Tax Assessor,42,,,2,1,42,69.38
31030,Tax Assessor,,21,,,,42,69.38
31030,Tax Assessor,,,,2,1,42,69.38
31040,Customs officer,31,,,3,2,42,68.18
31040,Customs officer,32,,,4,2,2,68.18
31040,Customs officer,33,,,5,2,42,68.18
31040,Customs officer,41,22,,,,3,68.18
31040,Customs officer,,21,,,,42,68.18
31040,Customs officer,,,,4,2,42,68.18
31090,Government Executive Officials Not Elsewhere Classified,21,,,6,2,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,23,,,5,2,3,80.98
31090,Government Executive Officials Not Elsewhere Classified,31,21,,,,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,31,,,3,2,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,32,,,4,2,2,80.98
31090,Government Executive Officials Not Elsewhere Classified,33,,,5,2,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,42,,,2,1,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,51,,,4,2,5,80.98
31090,Government Executive Officials Not Elsewhere Classified,,21,,,,42,80.98
31090,Government Executive Officials Not Elsewhere Classified,,,,4,2,42,80.98
32000,"Stenographers, Typists and Card and TapePunching Machine Operators",,,,,,,
32100,"Stenographers, Typists and Teletypists",,,,,,,
32110,"StenographerTypist, General",,22,,,,42,81.38
32110,"StenographerTypist, General",,,,5,2,42,81.38
32120,Stenographic Secretary,31,,,4,2,42,91.34
32120,Stenographic Secretary,33,,,5,2,42,91.34
32120,Stenographic Secretary,,21,,,,42,91.34
32120,Stenographic Secretary,,,,5,2,42,91.34
32130,Verbatim Reporter,,,,,,,
32140,Typist,31,,,4,2,42,74.4
32140,Typist,33,,,5,2,42,74.4
32140,Typist,,,,5,2,42,74.4
32150,Teletypist,,,,,,,
32190,"Other Stenographers, Typists and Teletypists",,,,,,,
32200,Card and TapePunching Machine Operators,,,,,,,
32220,Card and TapePunching Machine Operator,,,,5,2,42,71.8
32290,Other Card and TapePunching Machine Operators,,,,,,,
33000,"Bookkeepers, Cashiers and Related Workers",,,,,,,
33100,Bookkeepers and Cashiers,,,,,,,
33110,"Bookkeeper, General",22,,,4,2,3,78.26
33110,"Bookkeeper, General",23,,,5,2,3,78.26
33110,"Bookkeeper, General",31,,,3,2,42,78.26
33110,"Bookkeeper, General",33,,,5,2,42,78.26
33110,"Bookkeeper, General",,21,,,,42,78.26
33110,"Bookkeeper, General",,,,4,2,42,78.26
33120,Bookkeeping Clerk,33,,,5,2,42,76.13
33120,Bookkeeping Clerk,,,,4,2,42,76.13
33130,Office Cashier,,,,5,2,42,76.13
33135,"Cashier, Office or Cash Desk",21,,,6,2,42,76.13
33135,"Cashier, Office or Cash Desk",31,,,4,2,42,76.13
33135,"Cashier, Office or Cash Desk",33,,,5,2,42,76.13
33135,"Cashier, Office or Cash Desk",,,,5,2,42,76.13
33140,Bank Teller,32,,,5,2,2,76.13
33140,Bank Teller,33,,,5,2,42,76.13
33140,Bank Teller,,,,5,2,42,76.13
33150,Money Changer,,,,5,2,42,76.13
33160,Cash Desk Cashier,12,,,5,2,42,76.13
33160,Cash Desk Cashier,31,,,4,2,42,76.13
33160,Cash Desk Cashier,33,,,5,2,42,76.13
33160,Cash Desk Cashier,,,,5,2,42,76.13
33170,Post Office Counter Clerk,31,,,3,2,42,76.13
33170,Post Office Counter Clerk,33,,,5,2,42,76.13
33170,Post Office Counter Clerk,,31,,,,42,76.13
33170,Post Office Counter Clerk,,,,4,2,42,76.13
33190,Other Bookkeepers and Cashiers,33,,,5,2,42,76.13
33190,Other Bookkeepers and Cashiers,,,,5,2,42,76.13
33900,"Bookkeepers, Cashiers and Related Workers Not Elsewhere Classified",,,,,,,
33920,Cost Computing Clerk,31,,,4,2,42,71.8
33920,Cost Computing Clerk,33,,,5,2,42,71.8
33920,Cost Computing Clerk,,,,5,2,42,71.8
33930,Wages Clerk,,21,,,,42,71.8
33930,Wages Clerk,,,,5,2,42,71.8
33940,Finance Clerk,11,,,5,2,42,70.19
33940,Finance Clerk,31,,,4,2,42,70.19
33940,Finance Clerk,33,,,5,2,42,70.19
33940,Finance Clerk,,21,,,,42,70.19
33940,Finance Clerk,,,,5,2,42,70.19
33990,"Other Bookkeepers, Cashiers and Related Workers",31,21,,,,42,75.62
33990,"Other Bookkeepers, Cashiers and Related Workers",31,,,4,2,42,75.62
33990,"Other Bookkeepers, Cashiers and Related Workers",33,,,5,2,42,75.62
33990,"Other Bookkeepers, Cashiers and Related Workers",,21,,,,42,75.62
33990,"Other Bookkeepers, Cashiers and Related Workers",,,,5,2,42,75.62
34000,Computing Machine Operators,,,,,,,
34100,Bookkeeping and Calculating Machine Operators,,,,,,,
34120,Bookkeeping Machine Operator,,,,,,,
34130,Calculating Machine Operator,,,,,,,
34200,Automatic DataProcessing Machine Operators,,,,,,,
34220,Electronic Computer Operator,,,,,,,
34230,PunchedCard Machine Operator,,,,,,,
34290,Other Automatic DataProcessing Machine Operators,,,,,,,
36000,"Transport Conductor, Specialisation Unknown",31,21,,,,42,66.01
36000,"Transport Conductor, Specialisation Unknown",31,,,6,2,42,66.01
36000,"Transport Conductor, Specialisation Unknown",33,,,11,5,42,66.01
36000,"Transport Conductor, Specialisation Unknown",,22,,,,3,66.01
36000,"Transport Conductor, Specialisation Unknown",,,,9,3,3,66.01
36020,Railway Passenger Train Guard,22,,,9,3,2,65.52
36020,Railway Passenger Train Guard,23,,,9,3,2,65.52
36020,Railway Passenger Train Guard,31,21,,,,42,65.52
36020,Railway Passenger Train Guard,31,,,6,2,42,65.52
36020,Railway Passenger Train Guard,33,,,11,5,2,65.52
36020,Railway Passenger Train Guard,,22,,,,3,65.52
36020,Railway Passenger Train Guard,,,,9,3,3,65.52
36030,Sleeping or PullmanCar Attendant,,,,,,,
36040,Bus Conductor,33,,,11,5,2,58.4
36040,Bus Conductor,,,,9,3,3,58.4
36090,Other Transport Conductors,31,,,6,2,42,58.52
36090,Other Transport Conductors,33,,,11,5,2,58.52
36090,Other Transport Conductors,,21,,,,3,58.52
36090,Other Transport Conductors,,,,9,3,3,58.52
37000,"Mail Distribution Clerk, Specialisation Unknown",31,,,6,2,42,72.94
37000,"Mail Distribution Clerk, Specialisation Unknown",32,,,9,3,2,72.94
37000,"Mail Distribution Clerk, Specialisation Unknown",33,,,11,5,42,72.94
37000,"Mail Distribution Clerk, Specialisation Unknown",,21,,,,42,72.94
37000,"Mail Distribution Clerk, Specialisation Unknown",,,,9,3,42,72.94
37010,"Mail Distribution Clerk, General",33,,,5,2,2,60.66
37010,"Mail Distribution Clerk, General",,,,4,2,42,60.66
37020,Mail Sorting Clerk,,,,9,3,42,75.08
37030,Postman,23,,,9,3,2,58.52
37030,Postman,31,,,6,2,42,58.52
37030,Postman,33,,,11,5,2,58.52
37030,Postman,,21,,,,3,58.52
37030,Postman,,,,9,3,3,58.52
37040,Messenger,31,,,6,2,3,55.72
37040,Messenger,32,,,9,3,1,55.72
37040,Messenger,33,21,,,,1,55.72
37040,Messenger,33,,,11,5,1,55.72
37040,Messenger,,21,,,,2,55.72
37040,Messenger,,,,9,3,2,55.72
37090,Other Mail Distribution Clerks,33,,,11,5,1,59.9
37090,Other Mail Distribution Clerks,,21,,,,2,59.9
37090,Other Mail Distribution Clerks,,,,9,3,2,59.9
38000,"Telephone or Telegraph Operator, Specialisation Unknown",32,,,4,2,2,73.43
38000,"Telephone or Telegraph Operator, Specialisation Unknown",,,,4,2,42,73.43
38020,Telephone Switchboard Operator,31,,,6,2,42,60.66
38020,Telephone Switchboard Operator,33,,,11,5,2,60.66
38020,Telephone Switchboard Operator,,,,9,3,42,60.66
38030,RadioTelephone Operator (LandBased),,,,4,2,42,58.52
38040,Telegrapher,23,,,5,2,3,69.15
38040,Telegrapher,31,,,4,2,42,69.15
38040,Telegrapher,32,,,5,2,2,69.15
38040,Telegrapher,33,,,5,2,2,69.15
38040,Telegrapher,42,,,2,1,42,69.15
38040,Telegrapher,,22,,,,42,69.15
38040,Telegrapher,,,,5,2,42,69.15
38050,Ship's Radio Officer,,,,,,,
38060,Flight Radio Operator,,,,,,,
38090,Other Telephone and Telegraph Operators,,,,9,3,2,60.66
39000,Clerical and Related Workers Not Elsewhere Classified,33,,22,5,2,2,67.3
39000,Clerical and Related Workers Not Elsewhere Classified,,,,,,,
39100,Stock Clerks,,,,,,,
39110,"Stock Clerk, General",31,,,4,2,42,67.3
39110,"Stock Clerk, General",,,,5,2,42,67.3
39120,Dispatching and Receiving Clerk,11,,,5,2,42,67.3
39120,Dispatching and Receiving Clerk,31,,,4,2,42,67.3
39120,Dispatching and Receiving Clerk,32,,,5,2,2,67.3
39120,Dispatching and Receiving Clerk,33,,,5,2,42,67.3
39120,Dispatching and Receiving Clerk,,21,,,,42,67.3
39120,Dispatching and Receiving Clerk,,,,5,2,42,67.3
39130,Stock Records Clerk,,,,,,,
39140,Storeroom Clerk,11,,,5,2,42,67.3
39140,Storeroom Clerk,31,21,,,,42,67.3
39140,Storeroom Clerk,31,,,4,2,42,67.3
39140,Storeroom Clerk,33,,,5,2,2,67.3
39140,Storeroom Clerk,,,,5,2,42,67.3
39150,Weighing Clerk,11,,,9,3,42,67.3
39150,Weighing Clerk,23,,,9,3,3,67.3
39150,Weighing Clerk,31,,,6,2,42,67.3
39150,Weighing Clerk,32,,,9,3,2,67.3
39150,Weighing Clerk,33,,,11,5,2,67.3
39150,Weighing Clerk,,21,,,,42,67.3
39150,Weighing Clerk,,,,9,3,42,67.3
39190,Other Stock Clerks,31,,,4,2,42,67.3
39190,Other Stock Clerks,,,,5,2,42,67.3
39200,Material and Production Planning Clerks,,,,,,,
39220,Material Planning Clerk,,,,,,,
39230,Production Planning Clerk,,,,5,2,42,69.59
39300,Correspondence and Reporting Clerks,,,,,,,
39310,"Office Clerk, General",11,,,5,2,42,69.59
39310,"Office Clerk, General",31,,,4,2,42,69.59
39310,"Office Clerk, General",32,,,5,2,42,69.59
39310,"Office Clerk, General",33,21,,,,2,69.59
39310,"Office Clerk, General",33,,,5,2,2,69.59
39310,"Office Clerk, General",,21,,,,42,69.59
39310,"Office Clerk, General",,,,5,2,42,69.59
39320,Correspondence Clerk,23,,,5,2,3,69.05
39320,Correspondence Clerk,31,,,4,2,42,69.05
39320,Correspondence Clerk,33,,,5,2,2,69.05
39320,Correspondence Clerk,,21,,,,42,69.05
39320,Correspondence Clerk,,,,5,2,42,69.05
39330,Personnel Clerk,,,,5,2,42,67.3
39340,Legal Clerk,11,,,4,2,42,75.25
39340,Legal Clerk,31,21,,,,42,75.25
39340,Legal Clerk,31,,,3,2,42,75.25
39340,Legal Clerk,33,,,5,2,42,75.25
39340,Legal Clerk,41,22,,,,3,75.25
39340,Legal Clerk,,21,,,,42,75.25
39340,Legal Clerk,,,,4,2,42,75.25
39350,Insurance Clerk,33,,,5,2,42,69.59
39350,Insurance Clerk,,,,5,2,42,69.59
39390,Other Correspondence and Reporting Clerks,33,,,5,2,2,71.8
39390,Other Correspondence and Reporting Clerks,,,,5,2,42,71.8
39400,Receptionists and Travel Agency Clerks,,,,,,,
39410,"Receptionist, General",,,,,,,
39420,Hotel Receptionist,,,,,,,
39430,Doctor's or Dentist's Receptionist,,,,5,2,42,71.8
39440,Travel Agency Clerk,,,,5,2,42,71.8
39490,Other Receptionists and Travel Agency Clerks,,,,5,2,3,71.8
39500,Library and Filing Clerks,,,,,,,
39520,Library Clerk,33,,,5,2,2,71.8
39520,Library Clerk,,,,5,2,42,71.8
39530,Filing Clerk,31,,,4,2,42,64.12
39530,Filing Clerk,33,,,5,2,42,64.12
39530,Filing Clerk,,,,5,2,42,64.12
39900,Clerks Not Elsewhere Classified,,,,,,,
39920,Statistical Clerk,,,,,,,
39930,Coding Clerk (DataProcessing),,,,,,,
39940,Proof Reader,,,,5,2,42,71.8
39950,Office Machine Operator (Reproduction Processes),,,,,,,
39960,Railway Clerk,31,,,4,2,42,61.4
39960,Railway Clerk,33,21,,,,2,61.4
39960,Railway Clerk,33,,,5,2,2,61.4
39960,Railway Clerk,,21,,,,42,61.4
39960,Railway Clerk,,,,5,2,42,61.4
39990,Other Clerks,31,,,4,2,42,71.19
39990,Other Clerks,32,,,5,2,2,71.19
39990,Other Clerks,33,,,5,2,42,71.19
39990,Other Clerks,42,,,2,1,42,71.19
39990,Other Clerks,,21,,,,42,71.19
39990,Other Clerks,,,,5,2,42,71.19
41000,Working Proprietors (Wholesale and Retail Trade),,,,,,,
41020,Working Proprietor (Wholesale Trade),31,,,3,2,5,81.33
41020,Working Proprietor (Wholesale Trade),33,,,3,2,2,81.33
41020,Working Proprietor (Wholesale Trade),,,,3,2,5,81.33
41025,Working Proprietor (Wholesale or Retail Trade),11,,,4,2,42,63.06
41025,Working Proprietor (Wholesale or Retail Trade),22,,,4,2,3,63.06
41025,Working Proprietor (Wholesale or Retail Trade),23,,,5,2,3,63.06
41025,Working Proprietor (Wholesale or Retail Trade),31,,32,3,2,42,63.06
41025,Working Proprietor (Wholesale or Retail Trade),32,,31,4,2,2,63.06
41025,Working Proprietor (Wholesale or Retail Trade),33,22,,,,2,63.06
41025,Working Proprietor (Wholesale or Retail Trade),33,,32,4,2,2,63.06
41025,Working Proprietor (Wholesale or Retail Trade),33,,,5,2,2,63.06
41025,Working Proprietor (Wholesale or Retail Trade),52,,,4,2,5,63.06
41025,Working Proprietor (Wholesale or Retail Trade),,13,,,,42,63.06
41025,Working Proprietor (Wholesale or Retail Trade),,,20,4,2,42,63.06
41025,Working Proprietor (Wholesale or Retail Trade),,,,4,2,42,
41030,Working Proprietor (Retail Trade),11,,,4,2,42,57.59
41030,Working Proprietor (Retail Trade),12,,,4,2,3,57.59
41030,Working Proprietor (Retail Trade),22,,24,4,2,3,57.59
41030,Working Proprietor (Retail Trade),23,,34,5,2,3,57.59
41030,Working Proprietor (Retail Trade),24,,24,4,2,42,57.59
41030,Working Proprietor (Retail Trade),31,,23,3,2,42,57.59
41030,Working Proprietor (Retail Trade),32,,22,4,2,2,57.59
41030,Working Proprietor (Retail Trade),33,,25,5,2,2,57.59
41030,Working Proprietor (Retail Trade),,13,,,,42,57.59
41030,Working Proprietor (Retail Trade),,,21,4,2,42,57.59
41030,Working Proprietor (Retail Trade),,,,4,2,42,
41040,Working Proprietor (Hiring Out),11,,,4,2,42,63.16
41040,Working Proprietor (Hiring Out),31,,49,3,2,42,63.16
41040,Working Proprietor (Hiring Out),33,,,5,2,2,63.16
41040,Working Proprietor (Hiring Out),,,,4,2,42,63.16
42000,Buyers,,,,,,,
42200,Buyers,,,,,,,
42220,Buyer,23,,,5,2,3,66.45
42220,Buyer,31,,,3,2,42,66.45
42220,Buyer,33,,24,5,2,2,66.45
42220,Buyer,,21,27,,,42,66.45
42220,Buyer,,,,4,2,42,66.45
42230,Purchasing Agent,,,,4,2,42,66.45
43000,"Technical Salesmen, Commercial Travellers and Manufacturers Agents",,,,,,,
43100,Technical Sales and Service Advisers,,,,,,,
43120,Technical Salesman,,,,4,2,42,72.37
43130,Technical Service Adviser,33,,,5,2,2,72.37
43130,Technical Service Adviser,,,,4,2,42,72.37
43200,Commercial Travellers and Manufacturers Agents,31,,,3,2,42,73.55
43200,Commercial Travellers and Manufacturers Agents,33,,21,5,2,2,73.55
43200,Commercial Travellers and Manufacturers Agents,,,,4,2,42,73.55
43220,Commercial Traveller,11,,23,4,2,42,73.55
43220,Commercial Traveller,31,,,3,2,42,73.55
43220,Commercial Traveller,33,,25,5,2,2,73.55
43220,Commercial Traveller,,,35,4,2,42,73.55
43220,Commercial Traveller,,,,4,2,42,73.55
43230,Manufacturers' Agent,23,,25,5,2,3,66.45
43230,Manufacturers' Agent,31,,1,3,2,42,66.45
43230,Manufacturers' Agent,33,,,5,2,2,66.45
43230,Manufacturers' Agent,,21,,,,42,66.45
43230,Manufacturers' Agent,,,,4,2,42,66.45
44000,"Insurance, Real Estate, Securities and Business Services Salesmen and Auctioneers",,,,,,,
44100,"Insurance, Real Estate or Securities Salesmen, Specialisation Unknown",,,,4,2,42,73.31
44120,Insurance Salesman,31,,,3,2,42,76.25
44120,Insurance Salesman,32,,,4,2,2,76.25
44120,Insurance Salesman,33,,,5,2,2,76.25
44120,Insurance Salesman,,,,4,2,42,76.25
44130,Estate Agent,31,,,3,2,42,96.19
44130,Estate Agent,33,,,5,2,2,96.19
44130,Estate Agent,,21,,,,42,96.19
44130,Estate Agent,,,,4,2,42,96.19
44140,Stock Broker,11,,,4,2,5,84.08
44140,Stock Broker,31,,,3,2,42,84.08
44140,Stock Broker,33,,,5,2,2,84.08
44140,Stock Broker,,,,4,2,42,84.08
44190,"Other Insurance, Real Estate and Securities Salesmen",31,,,3,2,42,78.16
44190,"Other Insurance, Real Estate and Securities Salesmen",,,,4,2,42,78.16
44200,Business Services Salesmen,,,,,,,
44220,Business Services Salesman (except Advertising),31,,,3,2,42,72.37
44220,Business Services Salesman (except Advertising),33,,,5,2,2,72.37
44220,Business Services Salesman (except Advertising),,,,4,2,42,72.37
44230,Advertising Salesman,,,,4,2,42,73.25
44300,Auctioneers,,,,,,,
44320,Auctioneer,31,,,3,2,42,75.94
44320,Auctioneer,32,,1,4,2,1,75.94
44320,Auctioneer,33,,,5,2,2,75.94
44320,Auctioneer,,,,4,2,42,75.94
44330,Appraiser,31,,,1,1,42,72.37
44330,Appraiser,33,,,4,2,2,72.37
44330,Appraiser,,21,,,,42,72.37
44330,Appraiser,,,,2,1,42,72.37
45000,"Salesmen, Shop Assistants and Related Workers",,,,,,,
45100,"Salesmen, Shop Assistants and Demonstrators",,,,,,,
45120,Wholesale Trade Salesperson,,,,5,2,2,67.54
45125,"Salesperson, Wholesale or Retail Trade",22,,24,5,2,3,65.4
45125,"Salesperson, Wholesale or Retail Trade",31,,,4,2,42,65.4
45125,"Salesperson, Wholesale or Retail Trade",32,,,5,2,2,65.4
45125,"Salesperson, Wholesale or Retail Trade",33,,22,5,2,2,65.4
45125,"Salesperson, Wholesale or Retail Trade",,,1,5,2,42,65.4
45125,"Salesperson, Wholesale or Retail Trade",,,,5,2,42,65.4
45130,Retail Trade Salesperson,11,,,5,2,42,58.02
45130,Retail Trade Salesperson,23,,,5,2,1,58.02
45130,Retail Trade Salesperson,31,,,4,2,3,58.02
45130,Retail Trade Salesperson,32,,,5,2,1,58.02
45130,Retail Trade Salesperson,33,,28,5,2,1,58.02
45130,Retail Trade Salesperson,,,,5,2,2,58.02
45140,Fashion Model,,,,5,2,2,56.72
45150,Demonstrator,,,,,,,
45190,"Other Salesmen, Shop Assistants and Demonstrators",31,,,4,2,3,73.19
45190,"Other Salesmen, Shop Assistants and Demonstrators",33,,,5,2,1,73.19
45190,"Other Salesmen, Shop Assistants and Demonstrators",,12,,,,2,73.19
45190,"Other Salesmen, Shop Assistants and Demonstrators",,,,5,2,2,73.19
45200,"Street Vendors, Canvassers and News Vendors",,,,,,,
45220,Street Vendor,11,,,11,5,2,51.9
45220,Street Vendor,31,,,11,5,3,51.9
45220,Street Vendor,32,,,11,5,1,51.9
45220,Street Vendor,33,,23,11,5,1,51.9
45220,Street Vendor,,,33,11,5,2,51.9
45220,Street Vendor,,,,11,5,1,51.9
45230,Canvasser,13,,,11,5,1,51.9
45230,Canvasser,33,,,11,5,1,51.9
45230,Canvasser,,,,11,5,2,51.9
45240,News Vendor,33,,,11,5,1,56.72
45240,News Vendor,,21,,,,2,56.72
45240,News Vendor,,,,11,5,2,56.72
45290,"Other Street Vendors, Canvassers and News Vendors",11,,,11,5,2,51.9
45290,"Other Street Vendors, Canvassers and News Vendors",,,,11,5,2,51.9
49000,Sales Workers Not Elsewhere Classified,,,,,,,
49020,Pawnbroker,11,,,5,2,42,56.72
49020,Pawnbroker,33,,,5,2,2,56.72
49020,Pawnbroker,,,,5,2,42,56.72
49030,Waste Collector,11,,,11,5,2,56.72
49030,Waste Collector,31,,,11,5,3,56.72
49030,Waste Collector,33,,,11,5,1,56.72
49030,Waste Collector,,31,,,,2,56.72
49030,Waste Collector,,,,11,5,2,56.72
49090,Other Sales Workers,33,,,5,2,1,62.63
49090,Other Sales Workers,,,,5,2,2,62.63
51000,"Working Proprietor (Catering, Lodging or Leisure Services), Specialisation Unknown",,,,4,2,42,58.02
51020,Working Proprietor (Hotel and Restaurant),11,,,1,1,42,55.41
51020,Working Proprietor (Hotel and Restaurant),31,,,1,1,42,55.41
51020,Working Proprietor (Hotel and Restaurant),32,,,1,1,2,55.41
51020,Working Proprietor (Hotel and Restaurant),33,,,3,2,2,55.41
51020,Working Proprietor (Hotel and Restaurant),,13,,,,42,55.41
51020,Working Proprietor (Hotel and Restaurant),,,,1,1,42,55.41
51030,Working Proprietor (Restaurant),11,,,4,2,42,69.8
51030,Working Proprietor (Restaurant),12,,,4,2,3,69.8
51030,Working Proprietor (Restaurant),,,,4,2,42,69.8
51040,Working Proprietor (Guest House),11,,,4,2,42,69.91
51040,Working Proprietor (Guest House),31,,,3,2,42,69.91
51040,Working Proprietor (Guest House),32,,,4,2,2,69.91
51040,Working Proprietor (Guest House),33,,,5,2,42,69.91
51040,Working Proprietor (Guest House),,,,4,2,42,69.91
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",11,,,4,2,42,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",12,,,4,2,3,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",31,,,3,2,42,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",33,,,5,2,2,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",,13,,,,42,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",,,24,4,2,42,58.02
51050,"Working Proprietor (Caf̩, Bar and Snack Bar)",,,,4,2,42,58.02
51090,"Other Working Proprietors (Catering, Lodging and Leisure Services)",11,,,4,2,42,71.56
51090,"Other Working Proprietors (Catering, Lodging and Leisure Services)",12,,,4,2,3,71.56
51090,"Other Working Proprietors (Catering, Lodging and Leisure Services)",31,,,3,2,42,71.56
51090,"Other Working Proprietors (Catering, Lodging and Leisure Services)",33,,,5,2,2,71.56
51090,"Other Working Proprietors (Catering, Lodging and Leisure Services)",,,,4,2,42,71.56
53000,"Cooks, Waiters, Bartenders and Related Workers",,,,,,,
53100,"Cook, Specialisation Unknown",21,,,6,2,42,57.66
53100,"Cook, Specialisation Unknown",23,,,9,3,2,57.66
53100,"Cook, Specialisation Unknown",33,,,9,3,2,57.66
53100,"Cook, Specialisation Unknown",,21,,,,3,57.66
53100,"Cook, Specialisation Unknown",,,,7,3,3,57.66
53120,Head Cook,31,,,6,2,42,57.66
53120,Head Cook,,,,6,2,3,57.66
53130,"Cook, except Private Service",11,,,7,3,42,57.66
53130,"Cook, except Private Service",,21,,,,3,57.66
53130,"Cook, except Private Service",,,,7,3,3,57.66
53140,"Cook, Private Service",,,,,,,
53150,Ship's Cook,33,,,11,5,2,57.66
53150,Ship's Cook,,21,,,,3,57.66
53150,Ship's Cook,,,,9,3,3,57.66
53190,Other Cooks,23,,,11,5,2,57.75
53190,Other Cooks,33,,,11,5,2,57.75
53190,Other Cooks,,,,11,5,3,57.75
53200,"Waiters, Bartenders and Related Workers",,,,,,,
53210,"Waiter, General",31,,,6,2,3,64.27
53210,"Waiter, General",33,,,11,5,2,64.27
53210,"Waiter, General",,,,9,3,2,64.27
53220,Head Waiter,,,,3,2,3,64.27
53230,"Waiter, Formal Service",,,,,,,
53240,Wine Waiter,31,,,6,2,42,64.27
53240,Wine Waiter,33,,,11,5,2,64.27
53240,Wine Waiter,,,,9,3,3,64.27
53250,Bartender,31,,,6,2,3,64.27
53250,Bartender,33,,,11,5,2,64.27
53250,Bartender,,,,9,3,2,64.27
53290,"Other Waiters, Bartenders and Related Workers",31,,,6,2,3,64.27
53290,"Other Waiters, Bartenders and Related Workers",33,,,11,5,2,64.27
53290,"Other Waiters, Bartenders and Related Workers",,,,9,3,1,64.27
54000,Maids and Related Housekeeping Service Workers Not Elsewhere Classified,,,,11,5,1,41.43
54010,"Domestic Servant, General",33,,,11,5,1,41.43
54010,"Domestic Servant, General",,,,9,3,1,41.43
54020,House Servant,31,,,11,5,3,41.43
54020,House Servant,32,51,,,,1,41.43
54020,House Servant,32,,,11,5,1,41.43
54020,House Servant,33,,,11,5,1,41.43
54020,House Servant,41,,,,,1,41.43
54020,House Servant,,13,,,,1,41.43
54020,House Servant,,,,11,5,1,41.43
54030,"Personal Maid, Valet",33,,,11,5,1,41.43
54030,"Personal Maid, Valet",,21,,,,2,41.43
54030,"Personal Maid, Valet",,,,9,3,2,41.43
54035,Nursemaid,31,,,6,2,3,59.72
54035,Nursemaid,33,,,11,5,1,59.72
54035,Nursemaid,,21,,,,2,59.72
54035,Nursemaid,,,,9,3,2,59.72
54040,Companion,,,,5,2,2,58.29
54050,Chambermaid and Room Attendant,33,,,11,5,1,62.2
54050,Chambermaid and Room Attendant,,,,11,5,1,62.2
54055,Hotel Concierge,33,,,11,5,1,41.45
54055,Hotel Concierge,,,,,,,
54060,Ship's Steward,31,,,4,2,42,41.45
54060,Ship's Steward,32,,,5,2,2,41.45
54060,Ship's Steward,33,,,5,2,2,41.45
54060,Ship's Steward,,,,5,2,3,41.45
54090,Other Maids and Related Housekeeping Service Workers,31,,,6,2,3,63.13
54090,Other Maids and Related Housekeeping Service Workers,33,,,11,5,1,63.13
54090,Other Maids and Related Housekeeping Service Workers,51,,,9,3,5,63.13
54090,Other Maids and Related Housekeeping Service Workers,,,,9,3,2,63.13
55000,"Building Caretakers, Charworkers, Cleaners and Related Workers",,,,,,,
55100,"Building Caretaker, Specialisation Unknown",31,,,4,2,3,69.97
55100,"Building Caretaker, Specialisation Unknown",33,,,5,2,1,69.97
55100,"Building Caretaker, Specialisation Unknown",,,,5,2,1,69.97
55120,Concierge (Apartment House),31,,,4,2,3,58.61
55120,Concierge (Apartment House),33,,,5,2,1,58.61
55120,Concierge (Apartment House),,,,5,2,2,58.61
55125,Concierge (Apartment House) or Janitor,31,,,4,2,3,68.86
55125,Concierge (Apartment House) or Janitor,33,,,5,2,1,68.86
55125,Concierge (Apartment House) or Janitor,,,,5,2,2,68.86
55130,Janitor,33,,,5,2,1,67.62
55130,Janitor,,21,,,,2,67.62
55130,Janitor,,,,5,2,2,67.62
55140,Verger,31,,,4,2,3,63.56
55140,Verger,33,,,5,2,1,63.56
55140,Verger,,,,5,2,2,63.56
55190,Other Building Caretakers,31,,,4,2,3,39.88
